"DIRECTORIO","L_01","L_02","Depmuni","ESTRATO","grupo","D_01","D_02","D_08","D2_01","D2_05","D2_06","D2_07","SEXO","EDAD","PARENTESCO"
31888,3,2,5266,2,5,2,3,4,9,4,NA,NA,2,49,1
31888,3,2,5266,2,5,2,3,4,9,4,NA,NA,1,22,3
31888,3,2,5266,2,5,2,3,4,9,4,NA,NA,1,17,3
31888,3,2,5266,2,5,2,3,4,9,4,NA,NA,2,11,5
32003,3,2,5001,3,5,1,1,4,9,7,1,1,1,35,1
32003,3,2,5001,3,5,1,1,4,9,7,1,1,2,7,8
32003,3,2,5001,3,5,1,1,4,9,7,1,1,2,26,2
32359,3,1,5001,3,5,1,1,4,9,5,1,2,2,56,2
32359,3,1,5001,3,5,1,1,4,9,5,1,2,1,66,1
32933,3,1,5001,2,5,1,1,4,9,4,1,1,1,41,1
33078,3,2,5615,3,5,1,1,5,9,7,2,1,1,36,7
33078,3,2,5615,3,5,1,1,5,9,7,2,1,1,41,1
33290,3,1,5001,2,5,1,1,4,9,6,1,1,1,47,7
33290,3,1,5001,2,5,1,1,4,9,6,1,1,1,33,8
33290,3,1,5001,2,5,1,1,4,9,6,1,1,1,44,1
33290,3,1,5001,2,5,1,1,4,9,6,1,1,2,83,6
33290,3,1,5001,2,5,1,1,4,9,6,1,1,1,59,7
33313,1,1,5001,2,5,2,7,4,9,4,1,1,1,46,3
33313,1,1,5001,2,5,2,7,4,9,4,1,1,2,76,2
33313,1,1,5001,2,5,2,7,4,9,4,1,1,1,82,1
33442,3,2,5001,4,5,1,6,4,9,6,1,1,2,54,2
33442,3,2,5001,4,5,1,6,4,9,6,1,1,1,28,3
33442,3,2,5001,4,5,1,6,4,9,6,1,1,1,54,1
33503,3,2,5001,3,5,1,1,4,9,7,1,2,2,30,1
33535,3,2,5001,2,5,1,1,2,9,6,1,1,2,33,2
33535,3,2,5001,2,5,1,1,2,9,6,1,1,2,8,7
33535,3,2,5001,2,5,1,1,2,9,6,1,1,2,6,3
33535,3,2,5001,2,5,1,1,2,9,6,1,1,1,27,1
33549,3,1,5001,3,5,2,3,5,9,7,1,1,1,24,1
33631,3,2,5001,3,5,1,6,4,9,5,1,1,2,50,2
33631,3,2,5001,3,5,1,6,4,9,5,1,1,1,65,1
33631,3,2,5001,3,5,1,6,4,9,5,1,1,1,10,3
33631,3,2,5001,3,5,1,6,4,9,5,1,1,2,28,3
33631,3,2,5001,3,5,1,6,4,9,5,1,1,1,11,3
33654,3,2,5001,3,5,2,7,3,9,6,1,1,2,15,4
33654,3,2,5001,3,5,2,7,3,9,6,1,1,1,22,3
33654,3,2,5001,3,5,2,7,3,9,6,1,1,1,51,1
33768,3,2,5001,2,5,1,1,4,9,3,1,1,1,67,1
33768,3,2,5001,2,5,1,1,4,9,3,1,1,1,61,7
34424,3,1,5376,2,5,1,1,3,5,4,1,1,2,45,1
34424,3,1,5376,2,5,1,1,3,5,4,1,1,1,31,2
34561,3,2,5376,3,5,1,1,3,9,6,1,1,1,13,3
34561,3,2,5376,3,5,1,1,3,9,6,1,1,2,28,3
34561,3,2,5376,3,5,1,1,3,9,6,1,1,2,54,1
34561,3,2,5376,3,5,1,1,3,9,6,1,1,1,30,4
34561,3,2,5376,3,5,1,1,3,9,6,1,1,1,11,5
34561,3,2,5376,3,5,1,1,3,9,6,1,1,1,24,3
34561,3,2,5376,3,5,1,1,3,9,6,1,1,2,3,5
34562,3,2,5376,3,5,2,2,4,9,6,1,1,2,50,2
34562,3,2,5376,3,5,2,2,4,9,6,1,1,1,61,1
34562,3,2,5376,3,5,2,2,4,9,6,1,1,1,29,3
34624,3,1,5376,2,5,1,1,4,9,7,1,2,2,61,1
34624,3,1,5376,2,5,1,1,4,9,7,1,2,2,28,3
34624,3,1,5376,2,5,1,1,4,9,7,1,2,1,42,3
34654,3,2,5001,4,5,2,3,5,2,5,1,1,1,20,8
34654,3,2,5001,4,5,2,3,5,2,5,1,1,2,65,1
34654,3,2,5001,4,5,2,3,5,2,5,1,1,1,20,5
34691,3,2,5001,3,5,1,7,4,1,5,1,1,1,27,3
34691,3,2,5001,3,5,1,7,4,1,5,1,1,2,45,1
34697,3,2,5376,2,5,1,1,4,9,3,1,1,1,23,8
34697,3,2,5376,2,5,1,1,4,9,3,1,1,2,25,2
34697,3,2,5376,2,5,1,1,4,9,3,1,1,2,2,3
34697,3,2,5376,2,5,1,1,4,9,3,1,1,1,21,1
34697,3,2,5376,2,5,1,1,4,9,3,1,1,2,4,3
35029,3,2,5376,3,5,2,3,4,9,7,1,1,1,50,1
35029,3,2,5376,3,5,2,3,4,9,7,1,1,2,50,2
35029,3,2,5376,3,5,2,3,4,9,7,1,1,2,23,3
35029,3,2,5376,3,5,2,3,4,9,7,1,1,1,27,3
36182,3,1,5001,2,5,2,4,1,9,5,1,2,2,28,3
36182,3,1,5001,2,5,2,4,1,9,5,1,2,1,7,5
36182,3,1,5001,2,5,2,4,1,9,5,1,2,1,16,3
36182,3,1,5001,2,5,2,4,1,9,5,1,2,1,58,1
36182,3,1,5001,2,5,2,4,1,9,5,1,2,2,51,2
36182,3,1,5001,2,5,2,4,1,9,5,1,2,1,4,5
36182,3,1,5001,2,5,2,4,1,9,5,1,2,1,12,5
37043,3,2,5001,3,5,1,1,5,9,7,1,2,2,37,5
