"DIRECTORIO","M_01","M_02","M_03","M_04","M_05","M_06","M_07","M_08","M_08_VALOR","M_08_TEXTO","M_09_A","M_09_B","M_09_C","M_09_D","M_09_E","M_09_F","M_09_G","M_09_H","M_09_I","M_10_A","M_10_B","M_10_C","M_10_D","M_10_E","M_10_F","M_10_G","M_10_H","M_10_I","M_10_J","M_10_K","M_10_L","M_10_M","M_10_N","M_10_O","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,2,32,1,3,2,NA,NA,1,1,1,NA
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,1,39,2,3,3,NA,NA,4,1,4,NA
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,1,55,8,3,3,NA,NA,3,1,3,NA
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,1,59,8,3,3,1,1,2,1,2,1
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,2,4,3,1,1,NA,NA,7,1,7,NA
13191,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,7,1,1,1,NA,0,5,1,1,6,4,20,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,4,407,1,1,2,1,2,2,76,8,3,3,NA,NA,5,1,5,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,2,20,3,1,2,NA,NA,3,1,3,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,2,44,2,2,2,NA,NA,2,1,2,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,1,30,8,2,2,NA,NA,6,1,6,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,2,2,5,2,2,NA,NA,5,1,5,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,1,24,4,2,2,NA,NA,4,1,4,NA
14295,3,1,1,2,NA,NA,4,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,3,4,409,1,1,1,1,1,1,51,1,3,3,1,1,1,1,1,1
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,1,11,5,2,1,NA,NA,3,1,3,NA
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,2,32,3,2,1,NA,NA,2,1,2,NA
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,1,52,7,3,3,NA,NA,6,1,6,NA
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,2,27,3,2,1,NA,NA,4,1,4,NA
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,1,65,7,3,3,NA,NA,5,1,5,NA
15021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,6,1,1,1,NA,0,5,1,1,3,4,70,1,1,3,1,1,4,4,1,2,4,4,4,4,1,2,4,3,4,4,1,2,1,1,1,1,1,1,1,9,5,3,5,511,1,2,1,1,1,2,55,1,3,3,1,1,1,1,1,1
19634,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,5,5,4,3,301,1,2,1,1,1,1,34,3,2,1,NA,NA,3,1,3,NA
19634,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,5,5,4,3,301,1,2,1,1,1,1,34,3,2,1,NA,NA,2,1,2,NA
19634,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,5,5,4,3,301,1,2,1,1,1,2,60,1,3,3,1,1,1,1,1,1
22610,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,1,1,1,1,NA,0,5,1,1,8,4,70,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,6,2,4,409,1,1,1,1,1,1,51,1,3,3,1,1,1,1,1,1
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,66,7,3,3,NA,NA,3,1,3,NA
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,2,67,7,3,3,NA,NA,2,1,2,NA
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,63,1,3,3,1,1,1,1,1,1
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,59,7,3,3,NA,NA,4,1,4,NA
22822,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5440,2,1,3,4,1,1,1,NA,0,5,1,1,8,1,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,3,5,510,1,1,1,1,1,2,10,3,1,1,NA,NA,3,1,3,NA
22822,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5440,2,1,3,4,1,1,1,NA,0,5,1,1,8,1,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,3,5,510,1,1,1,1,1,1,33,1,2,2,1,1,1,1,1,1
22822,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5440,2,1,3,4,1,1,1,NA,0,5,1,1,8,1,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,3,5,510,1,1,1,1,1,2,25,2,2,2,NA,NA,2,1,2,NA
22822,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5440,2,1,3,4,1,1,1,NA,0,5,1,1,8,1,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,3,5,510,1,1,1,1,1,1,7,3,1,1,NA,NA,4,1,4,NA
22887,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,4,1,1,1,NA,0,5,1,1,12,5,30,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,5,3,2,6,603,1,1,1,1,1,1,59,1,2,2,1,1,1,1,1,1
22887,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,4,1,1,1,NA,0,5,1,1,12,5,30,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,5,3,2,6,603,1,1,1,1,1,2,57,2,2,3,NA,NA,2,1,2,NA
22887,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,4,1,1,1,NA,0,5,1,1,12,5,30,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,5,3,2,6,603,1,1,1,1,1,2,35,3,1,1,NA,NA,3,1,3,NA
22887,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,4,1,1,1,NA,0,5,1,1,12,5,30,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,5,3,2,6,603,1,1,1,1,1,1,13,5,2,1,NA,NA,4,1,4,NA
23128,3,1,2,2,NA,NA,4,1,3000,"TRES MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,511,1,1,1,1,1,2,51,2,2,2,NA,NA,2,1,2,NA
23128,3,1,2,2,NA,NA,4,1,3000,"TRES MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,511,1,1,1,1,1,2,21,3,1,1,NA,NA,3,1,3,NA
23128,3,1,2,2,NA,NA,4,1,3000,"TRES MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,5001,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,511,1,1,1,1,1,1,57,1,3,2,1,1,1,1,1,1
23135,3,1,4,1,5,10000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,1,3,1,48,1,3,4,2,2,3,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,1,2,1,2,9,1,0,5,511,1,1,2,1,2,1,38,3,3,1,1,1,2,1,2,1
23135,3,1,4,1,5,10000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,1,3,1,48,1,3,4,2,2,3,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,1,2,1,2,9,1,0,5,511,1,1,2,1,2,2,69,1,3,3,NA,NA,1,1,1,NA
23135,3,1,4,1,5,10000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,1,3,1,48,1,3,4,2,2,3,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,1,2,1,2,9,1,0,5,511,1,1,2,1,2,2,24,4,2,2,NA,NA,3,1,3,NA
24037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,1,1,1,1,NA,0,5,1,1,12,4,48,1,3,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,3,4,407,1,1,1,1,1,1,57,1,3,2,1,1,1,1,1,1
24606,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,1,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,2,4,408,1,1,1,1,1,1,64,1,3,3,1,1,1,1,1,1
25078,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,1,8,4,40,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,1,1,1,9,5,1,5,511,1,1,1,1,1,2,40,2,2,2,NA,NA,2,1,2,NA
25078,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,1,8,4,40,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,1,1,1,9,5,1,5,511,1,1,1,1,1,1,64,1,3,3,1,1,1,1,1,1
25078,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,1,8,4,40,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,1,1,1,9,5,1,5,511,1,1,1,1,1,1,19,3,1,1,NA,NA,3,1,3,NA
31588,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,1,55,1,1,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,5,5,511,1,1,2,1,2,2,74,1,3,3,NA,NA,1,1,1,NA
31588,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,1,55,1,1,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,5,5,511,1,1,2,1,2,1,41,3,3,1,1,1,2,1,2,1
31802,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,4,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,4,5,5,510,1,2,1,1,1,2,60,1,3,3,1,1,1,1,1,1
31802,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,4,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,4,5,5,510,1,2,1,1,1,1,23,5,2,1,NA,NA,4,1,4,NA
31802,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,4,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,4,5,5,510,1,2,1,1,1,1,34,3,3,1,NA,NA,2,1,2,NA
31802,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,4,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,4,5,5,510,1,2,1,1,1,2,43,3,3,1,NA,NA,3,1,3,NA
31901,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,8,1,50,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,3,1,6,604,1,1,1,1,1,1,38,1,2,2,1,1,1,1,1,1
31901,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,8,1,50,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,3,1,6,604,1,1,1,1,1,2,10,3,1,1,NA,NA,3,1,3,NA
31901,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,8,1,50,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,3,1,6,604,1,1,1,1,1,2,35,2,2,2,NA,NA,2,1,2,NA
