"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
9,6,0,8,802,1,1,34018
9,6,0,5,511,1,2,34020
9,3,2,6,603,1,2,34021
9,3,0,8,803,1,1,34022
9,3,1,6,601,1,2,34023
9,6,0,6,602,1,1,34025
9,3,1,8,801,1,2,34026
9,2,1,4,409,1,2,34028
9,3,2,3,305,1,2,34029
9,3,1,6,602,1,1,34030
9,2,1,3,302,1,2,34032
9,2,1,5,511,1,2,34034
9,5,1,7,705,1,2,34035
9,6,0,7,700,1,1,34036
9,4,4,5,511,1,1,34037
9,6,0,5,511,1,1,34039
9,3,2,5,511,1,1,34040
9,6,0,6,602,1,2,34041
9,3,1,8,802,1,2,34042
9,6,0,3,305,1,1,34043
1,2,1,5,510,1,1,34044
5,2,1,7,705,1,1,34045
9,2,2,3,305,1,1,34046
9,3,3,3,305,1,2,34047
9,6,0,7,702,1,1,34050
9,6,2,6,601,1,2,34051
9,1,0,3,305,1,1,34053
5,6,0,5,510,1,1,34054
9,3,3,3,305,1,1,34056
9,2,1,7,703,1,2,34057
9,3,7,3,303,1,2,34058
9,6,3,6,603,1,2,34059
9,2,2,6,603,1,2,34060
9,6,2,8,802,1,2,34061
9,1,0,5,510,1,2,34062
1,6,0,4,407,1,1,34063
9,6,0,8,801,1,2,34064
9,6,0,4,407,NA,NA,34067
9,2,0,5,511,1,1,34068
9,6,1,7,705,1,2,34070
1,6,0,7,704,1,2,34071
9,3,3,6,603,1,2,34072
9,6,1,5,511,1,2,34073
9,6,0,6,602,1,1,34074
9,3,0,6,602,1,2,34075
9,6,0,8,805,1,2,34076
3,6,0,4,408,NA,NA,34077
9,3,4,3,305,1,2,34080
5,5,1,5,511,1,1,34081
9,6,0,4,406,1,1,34083
9,3,1,3,305,1,2,34084
9,3,2,3,305,1,1,34085
9,3,4,4,406,1,2,34086
9,2,3,5,511,1,1,34087
1,3,0,5,511,1,1,34088
9,2,1,6,601,1,2,34089
9,5,2,7,705,1,1,34090
9,2,3,1,100,1,2,34091
9,6,0,4,409,NA,NA,34092
9,2,1,6,602,1,2,34093
9,3,2,8,803,1,1,34095
9,2,1,5,511,1,1,34096
9,6,0,4,407,1,2,34097
9,3,2,8,802,1,1,34098
9,2,8,7,705,1,1,34100
9,2,3,4,408,1,2,34101
9,5,3,8,804,1,1,34102
9,3,0,7,705,1,2,34103
9,4,3,4,408,1,1,34104
1,6,2,5,511,1,1,34105
9,4,1,6,603,1,2,34106
9,5,1,8,802,1,2,34107
9,3,2,5,511,1,2,34108
1,6,2,6,602,1,1,34110
9,6,1,5,511,1,2,34111
9,2,2,5,511,1,1,34112
9,6,0,6,601,1,2,34113
9,6,6,7,705,1,2,34114
9,6,0,5,511,1,2,34116
9,3,1,8,802,1,2,34117
9,1,2,1,100,1,2,34118
9,6,0,6,603,2,2,34119
9,5,3,6,602,1,2,34120
9,2,6,3,305,1,2,34121
1,6,2,5,511,1,2,34122
9,6,1,7,705,1,1,34123
9,1,1,6,602,1,1,34125
9,3,3,8,803,1,2,34126
9,6,0,5,511,1,1,34128
9,2,3,5,511,1,2,34129
9,2,3,3,305,1,2,34130
9,6,0,8,802,1,2,34131
9,2,2,5,510,1,2,34132
9,3,0,7,705,1,2,34133
9,6,3,5,511,1,2,34134
9,6,3,6,602,1,2,34137
9,2,3,3,305,1,1,34138
9,6,0,5,512,1,1,34139
9,3,1,7,705,1,1,34140
9,3,1,7,705,1,2,34142
1,5,5,5,511,1,2,34143
9,6,0,5,511,1,2,34144
9,6,0,7,704,1,1,34145
9,6,0,4,409,1,1,34146
9,3,3,3,301,1,2,34147
9,2,2,5,511,1,1,34148
9,6,1,4,408,1,2,34149
9,3,3,4,409,1,1,34150
9,3,2,8,802,1,1,34152
9,3,3,6,603,1,2,34154
1,1,1,1,100,1,2,34155
9,6,2,4,409,1,1,34157
9,2,3,6,603,1,2,34158
9,2,2,5,511,1,1,34159
5,6,0,7,709,1,2,34160
9,5,1,8,802,1,2,34161
9,2,2,6,601,1,1,34163
9,1,0,6,602,1,2,34164
9,2,0,7,703,1,2,34166
9,6,0,5,511,1,2,34167
9,6,0,6,601,1,1,34169
1,2,0,5,512,1,2,34170
9,2,1,5,510,1,2,34171
9,3,2,8,801,1,2,34172
9,2,0,5,511,1,1,34173
9,3,3,3,305,1,2,34174
9,2,3,4,408,1,2,34175
1,5,4,6,602,1,1,34176
9,5,3,3,305,1,2,34178
9,1,0,4,407,1,2,34179
5,2,1,7,705,1,1,34180
9,6,0,6,603,1,2,34181
9,5,4,1,100,1,2,34182
9,5,1,7,705,1,1,34183
9,1,1,7,705,1,1,34184
9,6,1,6,602,1,2,34185
9,2,3,3,303,1,1,34186
9,3,3,5,511,1,1,34187
9,2,2,5,511,1,2,34188
5,2,2,5,511,1,1,34189
9,6,0,5,511,1,2,34190
9,2,7,1,100,1,2,34191
3,6,0,5,511,1,1,34192
9,2,0,4,407,1,2,34193
9,2,1,8,801,1,1,34194
9,5,4,5,511,1,2,34195
9,6,0,4,400,NA,NA,34196
9,6,3,4,408,1,2,34197
9,3,3,6,602,1,2,34198
9,6,5,4,408,1,2,34199
9,2,8,3,305,1,1,34200
9,5,1,5,511,1,1,34201
9,1,0,5,510,1,1,34202
9,6,2,6,602,1,1,34204
9,2,3,5,511,1,2,34205
1,6,0,4,408,NA,NA,34206
9,6,0,5,510,1,1,34207
9,4,3,7,705,1,1,34209
9,6,0,4,407,NA,NA,34210
9,6,0,6,602,3,1,34211
9,2,0,5,511,1,1,34212
9,5,2,3,302,1,1,34213
9,2,1,6,602,1,2,34214
9,2,1,8,802,1,1,34215
9,6,0,5,511,1,1,34216
9,3,3,7,705,1,1,34218
1,6,0,5,510,NA,NA,34219
9,6,0,8,802,1,1,34220
9,6,0,7,705,1,1,34221
9,3,5,4,406,1,2,34222
1,6,0,3,305,NA,NA,34223
9,5,4,4,406,1,2,34224
9,2,0,4,407,1,2,34225
9,3,2,7,705,1,2,34226
9,3,2,7,701,1,1,34227
5,2,2,6,602,1,1,34228
9,3,2,5,511,1,2,34229
9,1,0,6,602,2,2,34230
2,5,4,6,603,1,2,34231
9,5,2,6,604,1,2,34232
9,3,0,5,510,1,2,34233
5,2,2,3,305,1,1,34234
9,3,0,7,706,1,2,34235
9,2,2,4,408,1,2,34236
9,6,0,4,409,NA,NA,34237
9,6,0,7,702,1,2,34238
9,1,4,3,305,1,1,34239
9,2,3,5,511,1,1,34240
9,3,3,7,705,1,2,34241
9,3,4,5,511,1,2,34242
9,2,1,7,710,1,1,34243
5,2,4,5,511,1,2,34244
9,6,1,5,511,1,2,34245
9,2,1,6,602,1,1,34246
9,6,0,7,706,1,1,34247
5,3,2,8,802,1,2,34248
9,5,1,5,510,1,2,34249
9,3,3,7,705,1,1,34250
5,3,0,7,705,1,1,34251
9,3,2,3,305,1,2,34252
9,3,1,8,802,1,2,34253
9,6,0,6,601,1,1,34254
9,2,1,8,802,1,1,34255
5,6,0,7,710,1,2,34256
9,2,2,6,602,1,2,34257
1,2,2,5,511,1,1,34258
9,2,1,4,409,1,2,34259
1,2,1,4,407,1,2,34260
9,2,4,5,511,1,2,34261
3,5,2,5,511,1,2,34262
1,2,2,5,512,1,1,34263
9,3,3,5,511,1,1,34264
1,6,0,4,407,NA,NA,34265
1,2,3,5,512,1,2,34266
1,2,4,5,511,1,2,34267
9,2,1,4,409,1,1,34268
9,6,0,5,510,1,2,34269
9,3,4,6,604,1,1,34270
1,6,0,8,802,3,1,34271
1,6,1,5,512,1,2,34272
9,6,0,8,801,1,1,34273
9,2,4,4,406,1,1,34274
1,6,0,4,409,NA,NA,34275
9,3,3,4,408,1,2,34276
1,2,2,1,100,1,1,34277
9,1,2,5,511,1,1,34278
1,2,4,3,305,1,1,34279
9,2,2,6,602,1,2,34280
9,6,0,5,511,2,3,34281
1,2,2,7,705,1,1,34282
9,3,0,6,602,1,2,34283
1,3,5,3,304,1,1,34284
9,6,0,5,510,NA,NA,34285
1,6,0,7,704,1,2,34286
1,2,1,7,702,1,1,34287
9,6,0,3,305,1,1,34288
9,6,0,7,705,1,2,34289
5,2,1,5,512,1,2,34290
9,6,0,5,513,1,2,34291
9,6,2,5,511,1,1,34292
9,4,2,3,305,1,1,34293
9,2,1,7,705,1,1,34294
9,6,1,3,300,1,1,34295
9,3,2,5,511,1,1,34296
1,6,0,5,511,1,1,34297
9,3,1,6,600,1,1,34298
1,2,5,1,100,1,2,34299
1,6,0,4,408,1,2,34300
1,2,0,1,100,1,2,34301
9,6,0,5,513,1,1,34302
1,2,3,1,100,1,2,34303
9,2,0,6,604,1,1,34304
9,2,0,5,510,1,2,34305
9,6,0,4,409,NA,NA,34306
9,1,1,5,511,1,2,34307
9,6,0,6,602,1,1,34308
9,6,0,7,705,1,2,34309
9,2,0,5,513,1,2,34310
5,2,0,4,409,1,2,34311
9,2,1,4,407,1,2,34312
9,1,2,5,513,1,1,34313
9,6,0,4,409,1,2,34314
1,2,1,5,510,1,2,34315
1,6,2,6,602,1,2,34316
9,5,2,6,604,1,1,34317
9,5,2,6,604,1,1,34318
9,5,2,4,409,1,2,34319
1,2,5,3,305,1,2,34320
5,6,2,6,600,1,2,34321
9,3,1,5,510,1,2,34322
1,2,1,7,705,1,1,34323
9,6,0,6,603,1,2,34324
9,6,1,7,700,1,2,34325
9,5,3,3,301,1,2,34326
9,3,3,6,602,1,1,34327
9,2,2,6,602,1,2,34328
9,2,1,5,511,1,2,34331
1,6,0,5,512,1,1,34333
5,3,0,8,802,1,2,34334
9,5,2,5,511,1,2,34336
9,3,2,7,704,1,2,34337
9,6,0,6,602,1,1,34338
9,5,2,7,710,1,1,34339
9,5,1,4,406,1,2,34340
9,2,1,6,602,1,1,34341
9,3,2,6,602,1,2,34342
9,5,2,8,802,1,2,34343
9,2,3,3,305,1,1,34344
9,1,2,6,603,1,1,34345
1,2,3,3,304,1,2,34346
9,5,2,6,606,1,2,34347
9,5,2,8,802,1,1,34348
9,3,3,8,802,1,2,34349
9,6,0,3,302,1,1,34351
9,6,1,4,408,1,2,34352
9,5,3,5,511,1,1,34353
9,6,0,8,804,2,1,34354
1,2,3,6,603,1,2,34355
9,3,2,7,705,1,2,34356
9,6,1,5,511,1,2,34357
1,3,4,5,513,1,2,34358
9,3,2,5,511,1,1,34359
5,2,1,5,511,1,1,34360
9,6,0,6,602,1,2,34361
9,5,1,8,801,1,2,34362
9,5,1,6,602,1,2,34363
1,6,2,4,408,1,1,34364
9,2,5,4,407,1,2,34365
9,3,3,6,602,1,2,34366
9,2,7,3,305,1,2,34367
9,5,0,3,304,1,2,34369
1,6,0,6,602,1,2,34370
9,3,2,3,305,1,2,34371
9,2,2,5,511,1,1,34373
9,2,2,6,601,1,2,34374
9,6,0,7,704,1,1,34375
9,3,4,2,201,1,1,34376
9,6,0,5,511,1,1,34377
9,3,2,3,302,1,2,34378
9,5,2,3,305,1,1,34379
9,6,0,5,511,1,1,34380
9,2,2,5,511,1,2,34381
9,3,1,3,305,1,2,34382
9,2,1,6,603,1,2,34384
9,6,0,4,407,NA,NA,34385
9,1,2,5,511,1,1,34386
5,5,0,4,406,1,2,34387
9,2,1,4,406,1,1,34388
9,2,1,5,511,1,1,34389
9,6,0,6,601,1,1,34390
1,5,2,6,601,1,2,34391
9,5,2,3,305,1,2,34392
9,6,0,7,705,1,1,34393
5,2,4,4,406,1,1,34394
9,3,2,7,705,1,1,34395
9,6,1,6,602,1,2,34396
9,6,0,3,305,1,1,34397
9,6,0,5,511,1,2,34399
9,5,1,6,602,1,2,34400
9,6,1,5,511,1,2,34401
9,2,2,5,511,1,1,34403
9,6,0,5,511,1,1,34404
9,2,2,5,511,1,2,34405
9,5,0,7,705,1,2,34406
9,6,0,7,705,1,2,34407
9,2,0,6,603,1,1,34408
9,2,2,6,603,1,2,34409
9,6,0,4,408,NA,NA,34410
9,6,0,5,511,NA,NA,34411
1,2,1,4,409,1,1,34412
9,3,1,1,100,1,1,34413
9,6,0,7,705,1,2,34416
9,6,0,8,800,1,2,34417
9,5,1,3,305,1,1,34418
9,3,3,3,305,1,2,34419
5,2,1,7,705,1,2,34421
9,6,1,6,603,1,1,34422
9,6,0,5,511,1,1,34423
5,2,0,4,408,1,1,34424
9,6,0,5,511,1,2,34426
9,6,0,7,700,1,2,34427
9,3,2,7,705,1,2,34428
5,1,0,6,603,1,1,34429
9,2,0,7,705,1,2,34430
9,6,0,4,406,NA,NA,34431
9,5,3,5,511,1,2,34432
9,6,0,5,511,1,1,34433
9,3,1,8,803,1,1,34434
5,5,2,6,604,1,2,34435
9,6,0,6,604,1,1,34436
9,6,0,5,510,1,1,34437
9,2,2,3,302,1,1,34438
9,2,3,4,407,1,2,34439
9,2,3,4,409,1,1,34440
5,6,0,5,511,1,2,34441
9,3,2,6,603,1,2,34442
1,2,0,8,801,1,1,34443
9,2,2,3,305,1,2,34444
9,6,0,5,511,1,2,34446
9,2,1,5,511,1,2,34447
9,2,4,7,705,1,1,34449
9,3,2,3,304,1,1,34450
9,3,0,6,602,1,2,34451
9,2,3,3,305,1,2,34452
9,6,0,4,408,NA,NA,34454
9,4,2,3,303,1,2,34455
9,5,0,5,510,1,1,34457
9,6,0,7,705,1,1,34458
9,5,3,5,511,1,1,34459
9,5,6,1,100,1,2,34460
9,6,0,4,409,NA,NA,34461
9,6,0,6,603,1,2,34462
9,2,3,4,407,1,1,34463
5,5,1,5,511,1,2,34464
9,3,2,7,705,1,2,34465
9,1,2,5,511,1,1,34466
9,5,0,3,305,1,2,34467
9,3,2,7,700,1,1,34468
9,3,0,7,705,1,1,34470
9,3,3,5,511,1,1,34471
9,3,2,3,303,1,2,34472
9,6,0,4,406,NA,NA,34473
9,5,1,6,602,1,2,34474
9,1,0,5,511,1,2,34475
1,2,2,6,602,1,2,34476
9,2,1,5,511,1,1,34478
9,2,1,7,705,1,2,34480
9,2,3,7,710,1,1,34481
9,3,2,7,705,1,2,34483
9,6,0,3,305,1,2,34484
9,2,1,5,511,1,2,34485
9,3,2,7,705,1,2,34486
5,6,0,6,601,1,2,34487
9,3,2,4,407,1,2,34488
9,6,0,7,705,1,2,34489
5,6,0,5,511,1,1,34492
9,6,0,8,801,1,2,34493
9,6,1,7,705,1,2,34494
5,2,1,5,512,1,2,34495
1,5,3,7,705,1,1,34496
1,4,4,7,703,1,2,34497
1,5,1,7,705,1,1,34499
9,3,1,6,602,1,2,34500
1,4,5,4,408,1,2,34501
1,6,6,6,602,1,1,34502
9,3,1,5,511,1,1,34504
9,2,2,6,602,1,2,34505
9,6,0,7,705,1,2,34506
9,2,2,4,409,1,1,34507
9,6,0,7,704,1,1,34508
9,6,2,6,601,1,2,34509
9,3,1,5,511,1,2,34511
1,5,0,7,705,1,2,34512
9,6,0,6,601,1,1,34513
9,5,2,3,302,1,2,34515
9,6,0,7,704,1,1,34516
1,2,2,7,705,1,2,34517
9,6,1,4,406,1,2,34518
9,2,3,4,407,1,1,34519
9,6,0,5,511,1,2,34520
9,6,0,4,407,NA,NA,34522
9,3,4,4,408,1,2,34523
5,4,3,5,511,1,2,34525
1,5,2,3,303,1,1,34527
9,2,3,5,511,1,1,34528
9,3,2,6,601,1,1,34529
9,2,3,3,303,1,1,34530
9,6,0,4,409,NA,NA,34531
9,2,3,7,701,1,2,34532
9,3,2,5,511,1,1,34534
9,1,0,8,802,1,2,34535
9,2,2,8,802,1,1,34536
1,6,5,1,100,1,2,34537
9,2,6,3,305,1,1,34538
9,2,0,7,705,1,1,34540
9,5,3,3,305,1,2,34541
9,6,0,4,409,1,1,34542
9,6,1,7,705,1,2,34543
9,2,4,5,511,1,1,34544
1,2,5,4,400,1,2,34545
9,6,0,5,511,3,1,34548
9,6,0,5,510,1,2,34549
9,3,4,4,408,1,1,34550
9,6,5,7,705,1,1,34552
9,3,1,6,602,1,2,34554
9,3,2,7,705,1,1,34555
9,3,3,3,305,1,2,34556
9,1,0,5,511,1,2,34557
9,3,2,5,511,1,1,34558
9,6,0,5,511,1,2,34559
9,2,2,6,602,1,1,34561
9,6,1,6,603,1,1,34562
9,6,3,8,804,1,1,34564
9,2,1,6,602,1,2,34565
5,6,0,7,702,1,1,34566
9,5,1,7,705,1,2,34567
1,2,4,5,511,1,1,34568
9,6,3,5,513,1,2,34569
9,3,0,6,602,1,2,34570
9,2,2,5,511,1,1,34571
9,5,2,4,408,1,2,34573
9,6,1,5,511,1,2,34574
9,1,1,4,409,1,1,34575
1,2,2,7,704,1,1,34576
1,2,2,5,511,1,1,34577
9,6,0,6,601,1,2,34578
9,5,4,1,100,1,2,34579
9,6,0,3,305,1,2,34580
9,3,0,3,305,1,2,34582
1,2,2,4,409,1,1,34583
9,6,0,4,408,NA,NA,34584
9,6,0,7,702,1,2,34585
1,2,7,3,303,1,1,34586
9,5,0,7,705,1,2,34587
9,3,0,3,305,1,2,34588
9,6,0,7,705,1,2,34589
9,6,0,4,406,NA,NA,34590
9,2,0,7,703,1,2,34591
9,3,1,8,801,1,2,34592
9,6,2,6,602,1,2,34593
9,1,0,4,406,1,1,34595
9,6,0,5,511,1,1,34596
9,5,1,5,511,1,2,34597
9,6,1,5,511,1,1,34598
9,6,0,5,511,1,2,34599
5,2,3,4,407,1,1,34600
9,5,3,4,408,1,1,34601
9,3,1,6,602,1,2,34602
9,1,1,3,305,1,2,34603
9,2,0,6,602,1,2,34604
1,3,3,7,705,1,1,34606
9,3,1,6,602,1,1,34607
9,2,0,5,511,1,1,34608
9,3,3,5,511,1,1,34609
9,6,1,8,802,1,2,34610
1,2,1,6,602,1,1,34612
9,6,2,4,408,1,2,34613
9,2,1,6,601,1,2,34614
9,5,3,4,409,1,2,34615
9,6,0,7,709,1,2,34616
9,2,1,6,602,1,2,34617
9,2,2,5,511,1,2,34618
9,6,0,7,704,1,1,34619
9,6,1,5,511,1,1,34620
9,1,0,6,602,1,1,34622
9,6,0,7,701,1,2,34624
9,6,0,5,511,1,1,34626
9,6,0,5,511,NA,NA,34627
9,3,2,7,705,1,1,34628
9,2,3,5,511,1,2,34629
9,6,0,5,511,1,1,34630
9,5,1,5,513,1,2,34631
5,2,1,7,705,1,2,34632
9,6,0,5,511,1,2,34633
9,5,0,7,705,1,2,34634
9,6,1,5,511,1,2,34635
9,3,3,5,511,1,1,34636
9,3,2,4,409,1,2,34637
9,3,2,7,705,1,2,34638
9,3,3,3,303,1,2,34639
9,6,0,8,803,1,1,34640
1,1,1,6,602,1,1,34641
9,2,3,4,409,1,1,34642
9,3,0,8,802,1,2,34643
9,5,4,5,511,1,2,34644
9,3,3,5,511,1,1,34645
9,6,2,5,511,1,2,34646
9,6,0,8,802,1,1,34647
9,2,0,5,511,1,1,34648
9,6,0,5,512,1,1,34649
9,6,0,7,709,3,2,34650
9,6,0,4,408,NA,NA,34651
9,3,1,8,801,1,2,34652
9,6,0,6,601,1,1,34653
2,6,0,5,511,1,1,34654
9,2,4,3,305,1,1,34655
9,2,4,3,305,1,2,34656
9,5,5,3,305,1,2,34657
9,6,0,4,407,NA,NA,34658
9,6,0,4,408,NA,NA,34659
9,3,0,7,704,1,1,34661
9,6,0,3,304,NA,NA,34663
9,6,0,6,602,1,1,34664
1,5,1,5,510,1,2,34665
9,6,3,5,511,1,2,34666
9,3,5,3,300,1,2,34667
9,2,1,6,602,1,2,34668
9,3,1,6,604,1,1,34669
5,6,0,7,705,1,2,34670
9,6,0,4,407,NA,NA,34671
9,6,0,7,702,1,2,34672
9,6,0,7,705,1,2,34673
9,6,0,4,409,1,2,34674
9,3,2,4,409,1,2,34675
5,3,1,6,602,1,1,34676
9,4,4,5,511,1,1,34677
9,5,0,7,705,1,2,34678
9,6,1,7,705,1,2,34679
9,3,2,5,511,1,1,34680
9,2,0,5,511,1,1,34681
9,6,1,4,409,1,1,34682
9,2,0,7,705,1,2,34684
9,2,5,1,100,1,2,34685
1,6,0,4,406,NA,NA,34686
5,6,0,7,702,1,2,34687
9,2,2,4,408,1,1,34688
5,5,3,4,409,1,2,34690
1,6,0,5,511,1,1,34691
9,6,0,7,703,1,1,34692
5,5,5,3,304,1,1,34693
9,4,3,3,305,1,1,34694
9,2,2,6,601,1,2,34695
9,6,0,7,705,1,1,34696
9,2,2,3,305,1,1,34697
9,5,4,5,513,1,1,34698
9,6,1,7,705,1,2,34699
9,3,1,8,801,1,2,34700
1,4,4,3,305,1,2,34701
9,6,0,7,703,1,1,34702
9,3,2,7,705,1,1,34703
9,6,0,5,511,1,1,34704
9,6,0,3,305,1,2,34705
9,2,2,5,511,1,2,34706
9,6,4,3,305,1,2,34707
9,2,0,5,511,1,1,34709
9,3,3,5,511,1,1,34710
9,6,0,6,602,1,1,34712
9,6,2,6,602,1,1,34713
9,2,2,5,511,1,2,34714
9,6,1,6,602,1,2,34715
9,3,0,8,801,1,2,34716
9,2,4,7,705,1,1,34717
9,2,0,7,705,1,1,34718
5,5,2,3,305,1,2,34719
5,4,5,3,303,1,2,34721
9,3,2,4,408,1,1,34722
9,6,0,5,511,1,1,34724
9,3,2,5,511,1,2,34725
9,1,0,7,703,1,2,34726
9,6,0,7,705,1,2,34728
5,2,4,5,511,1,1,34729
9,3,4,5,511,1,2,34730
9,6,0,5,511,1,2,34731
9,6,3,5,510,1,2,34732
9,3,2,7,705,1,1,34733
9,5,1,7,705,1,1,34734
9,3,2,3,304,1,2,34735
5,6,0,4,406,NA,NA,34736
9,6,1,8,801,1,2,34737
1,3,3,5,510,1,2,34738
9,6,0,7,704,1,1,34739
5,2,5,5,511,1,2,34740
9,3,3,5,511,1,1,34741
9,3,1,7,704,1,1,34742
9,2,3,5,511,1,2,34743
9,6,0,7,701,1,1,34744
9,6,0,6,602,1,2,34745
9,6,0,7,705,1,1,34746
9,3,2,5,511,1,2,34747
5,6,0,5,511,NA,NA,34748
1,2,0,6,602,1,2,34749
9,2,0,6,601,1,1,34750
9,6,1,5,511,1,1,34751
9,6,1,6,603,1,2,34753
5,2,4,3,304,1,2,34754
9,6,1,6,602,1,2,34755
9,2,2,6,603,1,1,34756
9,3,2,7,704,1,1,34758
5,3,4,6,602,1,2,34759
9,3,4,4,406,1,1,34760
5,3,1,6,603,1,1,34761
9,2,2,4,409,1,2,34765
9,6,0,7,705,1,1,34766
9,5,0,7,705,1,1,34767
9,5,1,5,511,1,2,34768
9,3,1,6,602,1,2,34769
9,3,2,8,802,1,1,34770
9,3,2,4,409,1,1,34771
9,3,2,7,705,1,1,34772
9,5,1,5,510,1,2,34774
9,6,1,7,705,1,2,34775
9,2,2,4,408,1,2,34776
9,5,3,6,602,1,1,34777
1,6,0,5,512,1,1,34778
1,6,5,6,602,1,2,34779
9,6,0,8,803,1,1,34780
9,6,0,4,407,NA,NA,34781
9,6,0,7,702,1,1,34782
9,6,1,5,512,1,1,34783
5,6,0,5,510,NA,NA,34784
9,6,0,5,511,1,1,34786
9,3,0,7,702,1,1,34787
9,6,0,7,702,1,1,34788
5,4,4,3,305,1,2,34789
9,4,9,3,303,1,2,34790
9,6,2,5,511,1,2,34791
9,2,2,4,408,1,2,34793
9,3,1,8,802,1,2,34794
9,3,2,8,804,1,1,34795
5,2,1,6,601,1,2,34796
9,2,3,5,511,1,2,34797
9,2,2,6,602,1,1,34798
9,6,0,5,511,1,1,34799
5,6,0,4,406,NA,NA,34800
1,2,0,7,705,1,2,34801
9,6,0,4,400,1,1,34802
9,2,1,8,802,1,2,34803
9,6,0,5,511,1,1,34804
9,6,0,6,601,NA,NA,34805
9,5,1,6,602,1,2,34806
1,2,2,3,301,1,2,34807
1,3,0,7,705,1,2,34808
9,6,0,4,409,NA,NA,34810
9,5,2,8,801,1,1,34811
9,3,3,8,802,1,1,34812
9,2,4,5,511,1,1,34813
9,6,0,7,701,1,2,34814
9,6,0,6,604,1,2,34815
9,3,3,3,305,1,2,34816
9,2,2,7,705,1,2,34817
9,6,0,5,511,2,2,34818
9,6,0,7,705,1,1,34819
9,3,0,6,604,1,1,34820
9,6,0,6,601,1,1,34821
9,2,4,4,406,1,2,34822
9,6,0,6,602,1,1,34823
9,2,2,7,706,1,1,34824
9,3,2,5,512,1,2,34825
9,5,3,4,409,1,1,34826
9,5,2,5,511,1,2,34827
9,6,0,4,409,NA,NA,34828
9,6,0,4,408,1,2,34829
9,3,2,6,603,1,1,34830
1,2,1,6,601,1,2,34831
9,3,2,3,304,1,1,34832
9,6,0,5,510,NA,NA,34833
1,3,5,4,400,1,1,34835
9,6,0,5,511,1,1,34837
9,6,0,5,510,NA,NA,34838
9,6,0,5,511,NA,NA,34840
9,5,2,7,705,1,1,34841
9,3,1,7,705,1,2,34842
9,3,2,6,601,1,1,34843
9,2,2,5,511,1,2,34844
9,5,2,7,705,1,1,34845
9,3,3,7,710,1,1,34846
5,5,3,5,511,1,1,34847
9,5,3,5,512,1,1,34848
5,1,0,3,305,1,1,34849
9,6,0,7,703,1,1,34850
9,2,3,5,511,1,2,34851
9,3,2,7,705,1,1,34852
9,3,1,6,602,1,1,34853
9,6,2,5,513,1,2,34854
9,2,2,5,511,1,2,34855
9,6,0,6,601,1,2,34856
1,6,0,6,604,1,2,34857
9,6,0,5,511,1,2,34858
9,6,0,7,702,1,2,34859
9,5,1,5,511,1,2,34860
9,4,0,5,511,1,2,34861
5,6,0,7,706,1,2,34862
9,6,1,6,602,2,1,34863
1,5,3,5,511,1,2,34864
9,3,2,7,705,1,2,34865
9,5,1,8,802,1,2,34866
9,6,0,4,409,NA,NA,34867
9,6,0,3,300,1,1,34868
9,1,2,5,511,1,2,34869
9,6,1,7,705,1,2,34870
9,3,3,5,511,1,1,34871
9,3,1,4,409,1,2,34873
9,3,3,4,408,1,2,34874
9,1,3,4,408,1,2,34875
1,6,0,4,408,NA,NA,34876
9,6,0,7,705,1,2,34877
9,6,0,5,513,1,2,34878
5,2,1,4,406,1,1,34879
9,6,4,6,602,1,2,34880
9,3,1,7,705,1,2,34883
9,5,3,6,603,1,1,34884
9,3,3,6,602,1,1,34885
9,2,3,5,511,1,2,34886
9,6,0,6,602,1,2,34887
9,6,3,7,705,1,2,34888
9,4,0,5,511,1,2,34889
9,2,2,5,511,1,1,34890
9,2,1,6,603,1,2,34891
9,2,2,6,601,1,2,34892
9,3,2,7,710,1,1,34893
1,5,4,7,705,1,2,34894
9,2,2,4,409,1,2,34897
1,6,4,4,406,1,2,34899
9,5,2,8,801,1,2,34900
9,6,0,3,305,NA,NA,34901
9,1,0,6,602,1,2,34902
9,3,1,6,604,1,1,34903
9,3,0,3,305,1,2,34904
9,3,2,3,303,1,2,34905
9,2,2,7,705,1,2,34907
5,3,1,5,511,1,1,34908
9,6,0,5,511,1,1,34910
9,6,0,5,511,1,1,34912
9,3,1,6,601,1,2,34913
9,6,0,5,512,1,1,34915
9,2,2,7,705,1,2,34916
9,3,1,7,710,1,2,34917
9,6,0,5,511,1,2,34918
9,3,2,8,803,1,1,34919
9,3,2,6,602,1,2,34920
9,3,1,4,407,1,1,34921
9,3,2,3,305,1,2,34922
9,6,0,7,705,1,1,34923
1,2,5,7,712,1,2,34924
9,2,2,5,511,1,1,34925
9,6,0,5,511,1,1,34926
9,6,0,5,511,1,1,34928
1,3,1,3,305,1,1,34929
9,5,1,8,804,1,2,34931
9,6,0,4,408,NA,NA,34932
9,6,0,7,703,1,2,34933
9,4,1,5,511,1,2,34934
9,5,1,4,407,NA,NA,34935
9,2,0,3,305,1,1,34936
9,5,3,4,408,1,1,34937
9,2,3,4,407,1,2,34938
9,6,1,5,511,1,2,34939
9,6,0,7,703,1,2,34940
5,2,1,6,603,1,1,34941
9,2,1,5,510,1,2,34942
9,1,3,4,409,1,1,34943
9,2,2,5,511,1,2,34944
9,6,1,8,802,1,1,34946
9,6,1,3,303,1,1,34947
9,6,0,5,511,NA,NA,34948
