"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
9,6,0,7,704,1,2,55245
9,6,0,7,703,1,1,55247
9,6,0,7,704,1,2,55248
9,1,2,5,513,1,1,55252
9,3,0,3,305,1,2,55253
9,5,2,5,511,1,2,55254
9,3,3,5,511,1,2,55255
9,6,0,7,702,1,1,55256
9,5,6,5,512,2,2,55257
9,5,2,8,801,1,2,55258
9,1,1,5,513,1,2,55260
9,3,4,5,511,1,2,55262
9,6,0,6,602,1,1,55263
9,4,1,4,409,1,2,55264
9,6,0,7,704,1,1,55265
9,6,2,5,510,1,2,55267
9,6,3,4,406,1,2,55268
9,6,0,3,303,1,2,55269
9,3,3,3,305,1,1,55270
9,3,2,6,602,1,2,55271
9,2,2,4,409,1,2,55272
9,3,2,7,705,1,1,55273
9,2,2,5,511,1,2,55274
9,1,1,5,513,1,2,55276
9,6,6,4,406,1,2,55277
9,6,0,7,708,1,1,55278
9,3,2,8,802,1,2,55279
9,6,2,6,603,1,2,55280
9,3,5,4,409,1,2,55281
9,1,0,5,510,1,2,55283
9,3,0,8,802,1,2,55284
9,3,1,6,608,1,2,55285
9,6,0,6,602,1,1,55289
9,3,0,7,705,1,2,55290
9,6,0,8,803,1,2,55291
9,5,1,5,511,1,2,55292
9,6,0,5,511,1,1,55293
9,6,0,7,705,1,1,55294
9,3,2,7,701,1,2,55296
9,2,1,6,602,1,1,55297
9,5,1,4,409,1,1,55298
9,6,0,6,603,1,1,55299
9,5,3,3,303,1,2,55300
9,2,1,5,511,1,2,55301
5,3,3,5,510,1,2,55303
9,6,0,4,409,NA,NA,55304
9,6,0,6,602,1,2,55305
9,6,0,5,511,NA,NA,55306
9,5,2,3,305,1,1,55307
9,6,0,5,511,1,1,55309
9,2,3,5,511,1,1,55310
9,6,0,7,702,1,1,55311
1,5,1,5,511,1,1,55312
9,2,2,5,511,1,1,55313
5,3,2,5,511,1,1,55314
9,3,3,6,602,1,1,55315
9,6,0,7,702,1,2,55316
9,2,0,7,705,1,2,55317
9,6,1,6,602,1,2,55319
9,4,3,4,407,1,2,55320
9,6,1,5,511,1,2,55321
9,5,1,5,511,1,1,55322
9,6,0,7,705,1,1,55323
9,6,0,5,511,1,1,55324
9,6,1,7,702,1,1,55325
9,5,3,4,408,1,1,55327
9,6,0,7,705,1,1,55329
9,6,0,7,710,1,2,55330
9,3,1,4,408,1,2,55331
9,2,2,5,511,1,1,55332
9,6,0,5,511,1,2,55333
9,5,4,6,602,1,1,55335
9,6,0,4,407,NA,NA,55338
9,3,2,7,705,1,2,55339
9,3,1,7,702,1,1,55341
9,2,3,5,511,1,2,55343
9,6,0,8,801,1,1,55344
9,6,0,7,705,1,1,55345
9,6,0,8,801,1,1,55346
9,6,0,8,802,1,1,55347
9,3,2,6,605,1,2,55348
9,6,0,7,705,1,2,55349
9,6,0,4,406,NA,NA,55350
5,6,0,7,701,1,2,55352
9,3,2,4,407,1,2,55353
9,6,0,4,409,NA,NA,55355
5,6,0,8,801,1,1,55357
9,3,2,6,603,1,2,55360
9,3,1,7,705,1,2,55361
9,6,0,7,700,1,1,55362
9,3,4,7,705,1,1,55363
9,6,0,6,603,1,2,55364
9,6,0,6,602,1,1,55365
9,4,3,4,408,1,2,55366
9,3,2,5,511,1,1,55367
9,2,2,3,305,1,2,55369
5,3,1,8,802,1,2,55370
9,2,3,5,511,1,2,55371
9,6,0,5,511,1,2,55372
9,6,0,4,406,1,1,55374
9,5,1,7,705,1,2,55375
9,2,1,7,702,1,1,55376
9,3,2,7,705,1,1,55377
9,3,3,7,710,1,2,55379
9,3,3,5,511,1,2,55380
9,6,0,5,511,1,1,55381
9,6,0,5,511,1,1,55382
5,3,3,5,511,1,1,55384
9,2,2,3,302,1,1,55385
9,5,1,6,601,1,2,55386
9,6,1,6,601,1,2,55387
9,2,1,6,601,1,1,55388
9,3,2,5,511,1,1,55389
9,5,3,3,305,1,1,55391
9,6,0,7,704,1,1,55392
9,6,2,5,511,1,2,55393
9,6,0,8,802,1,1,55394
9,6,0,7,702,1,1,55395
9,1,1,5,511,1,2,55396
9,3,2,8,803,1,1,55397
9,3,2,8,803,1,1,55398
9,1,1,5,511,1,1,55399
9,6,0,5,512,1,1,55400
9,6,0,7,702,1,1,55401
9,3,1,5,511,1,2,55402
9,5,2,3,303,1,1,55403
9,6,0,7,706,1,2,55404
9,3,1,6,601,1,1,55405
9,3,2,7,705,1,2,55406
9,2,2,5,511,1,2,55408
9,6,0,7,705,1,1,55409
9,1,0,7,704,1,2,55410
9,6,1,7,705,1,2,55411
9,5,3,8,802,1,2,55412
9,2,2,5,511,1,2,55413
9,6,0,7,705,1,2,55414
9,3,2,8,802,1,1,55415
9,4,4,5,511,1,1,55416
9,6,0,4,407,NA,NA,55417
9,5,0,7,705,1,1,55418
9,6,0,8,802,1,2,55419
9,2,0,6,602,1,2,55421
9,6,0,8,806,1,2,55422
9,6,0,7,705,1,1,55424
9,6,0,5,510,NA,NA,55425
9,5,1,7,705,1,2,55426
9,5,1,7,705,1,1,55427
9,5,1,8,802,1,2,55428
9,3,1,7,705,1,2,55429
9,2,1,7,705,1,2,55430
9,3,1,5,511,1,1,55431
9,3,1,7,705,1,2,55432
1,6,2,4,408,1,1,55433
9,6,0,5,511,1,1,55434
9,3,2,4,407,1,2,55435
9,6,0,4,406,NA,NA,55436
9,2,1,4,409,1,1,55437
9,2,1,5,511,1,1,55439
9,6,0,7,705,1,1,55440
9,3,5,3,305,1,1,55441
9,3,3,5,511,1,1,55442
9,2,4,4,409,1,1,55443
9,6,0,4,406,NA,NA,55444
9,3,3,8,801,1,1,55445
9,2,1,6,602,1,2,55446
9,6,0,8,801,1,1,55447
9,6,0,6,603,1,1,55448
9,5,2,7,710,1,2,55449
9,5,1,7,705,1,2,55450
9,6,1,8,802,1,2,55451
9,6,0,6,602,2,1,55452
9,6,0,5,511,1,1,55453
9,3,7,8,801,1,2,55454
9,6,2,6,602,1,2,55455
9,2,2,8,802,1,2,55456
9,5,2,8,801,1,2,55457
9,6,0,4,409,NA,NA,55458
9,6,0,5,511,1,2,55459
9,6,0,4,407,NA,NA,55461
9,2,1,8,801,1,2,55462
9,2,3,4,409,1,2,55463
9,2,1,6,602,1,2,55464
9,5,1,5,511,1,2,55465
9,2,1,5,511,1,2,55466
9,3,3,6,602,1,2,55467
9,3,1,5,511,1,1,55468
9,6,0,5,513,1,1,55470
9,2,1,6,603,1,1,55471
9,5,3,7,705,1,2,55472
9,4,2,8,802,1,2,55473
9,3,1,7,705,1,2,55475
9,5,3,4,409,1,1,55476
9,6,0,5,511,1,2,55477
9,2,1,5,511,1,2,55478
9,3,1,5,511,1,2,55479
9,6,1,5,511,1,2,55480
9,6,0,6,602,1,1,55481
9,6,0,6,601,1,1,55482
9,4,2,5,511,1,1,55484
5,6,0,5,511,1,1,55485
9,5,1,5,511,1,2,55486
9,5,0,7,705,1,1,55487
1,4,2,4,407,1,2,55488
9,6,0,4,409,NA,NA,55489
9,3,3,3,305,1,1,55490
9,6,0,7,702,1,2,55491
9,6,0,4,408,NA,NA,55492
9,3,2,6,603,1,1,55494
5,2,12,5,511,1,1,55495
9,3,3,7,705,1,2,55496
9,4,2,3,304,1,2,55497
9,6,2,7,705,1,2,55498
5,6,0,4,408,NA,NA,55499
9,6,0,8,804,1,2,55500
9,6,0,5,511,1,2,55502
9,3,2,6,603,1,2,55503
9,1,1,5,511,1,1,55504
9,6,0,4,408,1,1,55505
9,1,2,6,602,1,2,55506
9,6,0,5,511,1,1,55507
9,2,3,4,407,1,2,55509
9,5,3,5,511,1,2,55510
1,2,1,7,705,1,1,55511
9,6,1,5,511,1,1,55512
5,2,0,8,801,1,2,55513
9,6,0,7,704,1,1,55514
9,6,1,5,511,1,1,55515
9,6,0,6,601,2,1,55516
9,6,0,4,407,NA,NA,55518
5,6,0,7,706,1,1,55519
9,3,4,4,409,1,2,55520
9,5,2,8,802,1,1,55521
5,6,3,5,511,1,2,55522
9,6,1,7,702,1,2,55523
9,6,0,5,511,1,1,55525
9,2,1,5,511,1,2,55527
9,3,2,7,706,1,2,55528
9,3,2,5,511,1,2,55529
9,5,3,5,510,1,2,55530
9,3,1,8,803,1,2,55531
4,6,1,6,602,1,2,55532
9,6,0,5,511,NA,NA,55533
9,6,0,8,802,1,2,55534
9,3,1,7,710,1,1,55535
9,4,2,2,201,1,2,55536
9,3,2,5,511,1,1,55537
9,1,0,3,303,1,1,55539
9,5,2,5,511,1,2,55540
9,3,2,5,513,1,1,55541
9,5,2,5,511,1,2,55542
9,3,3,5,511,1,1,55543
9,2,0,8,801,1,1,55544
9,5,1,6,603,1,2,55545
9,6,0,7,703,1,1,55546
9,6,1,5,511,1,1,55548
9,2,1,5,511,1,1,55550
1,3,2,7,705,1,2,55551
9,2,1,5,511,1,2,55555
9,6,2,5,511,1,1,55556
9,6,0,7,705,3,1,55557
9,6,0,5,511,1,1,55559
9,3,1,6,601,1,1,55560
9,6,0,5,511,1,2,55561
9,6,0,4,406,NA,NA,55562
9,6,0,8,802,1,1,55563
9,6,0,7,705,1,2,55564
9,6,0,7,704,1,2,55566
9,5,1,5,511,1,2,55567
9,6,0,6,605,1,1,55568
9,6,0,7,702,1,2,55569
9,3,4,7,705,1,2,55570
9,3,4,4,408,1,2,55571
9,6,0,5,510,NA,NA,55572
9,6,0,7,701,1,1,55573
9,1,0,6,604,1,2,55574
1,2,5,5,511,1,2,55576
9,6,3,3,305,1,2,55577
9,2,1,5,511,1,1,55580
9,4,4,3,305,1,2,55581
9,5,1,4,409,1,2,55583
9,1,3,3,303,1,2,55584
9,3,1,7,705,1,2,55585
9,3,2,4,409,1,2,55586
9,5,3,5,513,1,2,55587
9,2,1,5,511,1,1,55588
9,5,3,4,409,1,1,55589
9,4,2,3,305,1,2,55592
5,6,1,5,511,1,1,55593
9,2,4,2,201,1,2,55594
9,6,0,7,705,1,1,55595
9,3,3,7,705,1,1,55597
9,2,2,3,305,1,2,55598
5,1,1,7,703,1,2,55600
9,2,0,4,409,1,2,55601
9,3,1,5,511,1,2,55602
9,6,1,5,511,1,1,55604
9,3,2,5,511,1,2,55605
9,6,0,7,705,1,1,55606
9,3,4,1,100,1,1,55607
9,6,0,4,406,NA,NA,55609
9,6,0,6,602,1,2,55610
9,1,3,5,511,1,2,55611
9,5,2,7,705,1,2,55613
9,3,0,5,511,1,1,55614
9,4,4,4,408,1,2,55615
9,2,3,5,511,1,2,55616
9,6,0,7,705,1,1,55617
9,3,4,4,409,1,2,55618
9,6,0,6,602,1,2,55619
9,3,6,5,511,1,1,55620
9,3,2,7,706,1,2,55621
9,6,0,7,703,1,2,55622
9,6,0,5,510,1,2,55624
9,6,0,7,702,1,2,55626
9,3,2,4,406,1,1,55627
9,5,6,1,100,1,1,55628
9,2,2,4,409,1,1,55629
9,6,0,3,305,NA,NA,55630
9,6,0,4,408,1,2,55631
9,5,1,6,605,1,2,55632
9,2,1,5,511,1,1,55633
9,6,1,6,604,1,2,55634
9,3,3,5,512,1,1,55636
9,2,4,3,305,1,2,55637
9,3,1,5,511,1,2,55638
1,2,0,5,511,1,2,55639
9,3,2,4,408,1,1,55640
9,6,0,7,702,1,1,55641
9,3,0,7,704,1,1,55642
9,3,2,4,407,1,2,55643
9,6,0,4,407,NA,NA,55644
9,3,2,5,511,1,1,55645
9,3,0,5,511,1,2,55647
9,4,2,7,705,1,2,55648
9,2,1,6,602,1,2,55649
9,6,0,7,703,1,1,55650
9,2,1,7,702,1,2,55651
9,3,6,3,305,1,2,55652
9,3,2,4,409,1,2,55654
9,6,2,3,303,1,2,55655
9,3,1,6,602,1,2,55657
9,6,0,7,705,1,2,55658
9,1,1,7,705,1,2,55659
9,3,3,7,705,1,1,55660
9,5,1,3,305,1,2,55661
9,5,2,5,511,1,1,55662
9,2,2,5,511,1,2,55663
9,6,2,6,603,1,2,55664
9,6,0,7,705,1,1,55665
9,5,1,4,409,1,2,55666
9,6,0,7,701,1,1,55667
9,6,0,6,603,1,1,55668
9,5,2,6,603,1,2,55669
9,6,0,7,706,2,1,55671
9,5,2,6,602,1,1,55672
9,3,3,5,511,1,1,55673
9,6,2,4,409,1,2,55674
9,2,2,5,511,1,2,55675
9,2,3,4,409,1,2,55677
9,6,1,7,705,1,1,55678
9,2,1,7,705,1,2,55679
9,3,3,5,511,1,2,55680
9,6,0,7,705,1,2,55681
9,5,1,3,302,1,2,55682
9,3,2,5,511,1,2,55684
9,2,3,5,511,1,1,55685
9,2,1,6,602,1,1,55686
9,6,0,7,702,1,1,55687
9,6,1,5,513,1,1,55689
9,5,9,3,303,1,2,55690
9,3,2,5,511,1,2,55691
9,2,0,5,511,1,1,55692
9,5,1,5,511,1,1,55693
9,3,1,6,600,1,1,55694
9,6,1,4,406,1,2,55695
9,6,4,7,704,1,2,55696
9,6,0,7,701,1,1,55699
9,6,0,7,705,1,2,55700
9,2,2,5,511,1,2,55701
9,3,2,3,305,1,2,55702
9,6,0,4,409,1,1,55703
9,6,0,4,406,NA,NA,55704
9,6,3,5,513,1,2,55705
9,5,1,5,511,1,1,55706
9,6,0,5,511,1,2,55707
9,6,1,4,409,1,2,55708
9,6,0,6,602,1,1,55709
5,1,0,5,511,1,1,55710
9,3,3,3,305,1,2,55711
9,3,2,6,602,1,2,55713
9,6,0,7,701,1,2,55714
9,6,0,5,511,1,2,55715
9,2,2,6,603,1,2,55716
9,6,1,5,511,1,1,55717
9,6,1,3,304,1,2,55718
9,2,6,3,303,1,2,55719
9,3,1,8,801,1,2,55720
9,3,3,4,400,1,2,55721
9,5,0,7,702,1,1,55722
9,6,0,8,811,2,1,55723
9,6,0,5,511,2,2,55724
9,2,1,3,305,1,2,55725
9,5,1,7,706,1,2,55726
9,3,0,8,801,1,2,55727
9,3,5,5,510,1,1,55728
9,6,0,5,512,1,2,55729
9,3,4,3,305,1,2,55730
9,5,2,6,603,1,2,55731
9,6,1,7,701,1,1,55732
9,6,0,4,409,NA,NA,55733
9,5,2,6,602,1,2,55734
9,6,1,8,802,1,1,55735
9,5,1,6,600,1,2,55736
9,3,1,5,511,1,2,55737
9,6,0,5,513,1,2,55738
9,3,2,7,705,1,2,55739
9,5,0,6,604,1,1,55740
9,2,6,4,407,1,2,55741
1,3,2,2,201,1,1,55742
9,5,2,5,511,1,1,55743
9,6,0,8,802,1,1,55744
9,2,2,6,603,1,2,55745
9,2,4,3,305,1,2,55746
9,2,2,7,703,1,2,55747
9,3,2,6,603,1,1,55748
9,2,3,4,407,1,2,55749
9,2,1,7,705,1,2,55750
9,6,0,4,409,NA,NA,55751
9,6,0,5,511,1,2,55752
5,3,3,5,511,1,1,55753
9,3,2,7,705,1,2,55754
9,3,1,3,305,1,1,55757
9,6,0,7,705,1,2,55758
9,1,0,4,406,1,2,55759
9,5,2,5,511,1,2,55760
9,6,0,5,511,1,1,55761
9,6,0,7,711,1,2,55762
9,6,0,5,510,NA,NA,55763
9,6,1,6,602,1,1,55764
9,6,0,8,802,1,1,55765
9,6,0,7,705,1,2,55766
9,1,1,4,406,NA,NA,55768
9,6,1,5,510,1,2,55771
9,6,0,3,305,1,1,55772
9,6,0,8,802,1,2,55773
9,6,0,4,407,NA,NA,55775
9,6,0,6,601,1,1,55776
9,5,1,5,511,1,2,55778
9,6,0,7,703,1,2,55779
9,3,1,7,705,1,2,55780
9,3,2,6,602,1,1,55781
9,1,1,8,802,1,1,55782
9,6,1,7,710,1,2,55784
9,2,3,3,305,1,2,55785
9,6,7,3,305,1,1,55786
9,6,0,6,603,1,1,55787
9,3,0,7,705,1,2,55788
9,2,5,3,305,1,1,55789
9,3,0,6,601,1,1,55790
9,2,0,8,801,1,2,55791
9,3,0,8,804,1,1,55793
9,5,3,5,511,1,1,55794
9,6,0,6,601,1,1,55795
9,3,3,6,602,1,1,55796
9,6,0,5,511,1,1,55797
9,5,1,3,301,1,1,55798
9,6,4,5,511,1,2,55799
9,2,1,4,408,1,1,55800
9,2,0,5,511,2,2,55801
9,6,0,8,801,3,2,55802
9,3,2,8,804,1,1,55803
9,3,1,6,603,1,2,55804
9,3,5,5,511,1,2,55805
9,3,2,5,511,1,2,55806
9,6,0,5,511,1,1,55807
9,6,1,6,603,1,2,55808
9,2,2,6,602,1,2,55809
5,5,2,6,602,1,1,55810
9,5,0,5,511,1,2,55812
9,3,1,7,705,1,2,55813
9,5,2,5,511,1,1,55814
9,6,7,3,303,1,2,55815
2,6,0,6,602,1,2,55816
9,2,1,6,601,1,1,55817
5,6,1,7,705,1,2,55818
9,3,4,5,511,1,2,55819
1,1,0,5,511,1,2,55820
9,3,3,3,305,1,1,55821
9,6,2,6,602,1,2,55822
9,2,2,7,705,1,2,55823
9,2,2,5,511,1,1,55824
9,6,1,5,511,1,2,55825
9,2,1,7,705,1,2,55826
9,2,2,6,601,1,2,55827
9,6,0,8,801,1,1,55828
9,3,2,5,511,1,2,55829
9,2,2,4,409,1,2,55830
9,3,2,3,305,1,1,55831
9,6,0,6,603,1,1,55832
9,4,5,5,511,1,2,55833
9,1,0,7,705,1,1,55834
9,6,2,3,305,1,2,55835
9,6,1,5,511,1,2,55836
9,5,2,7,705,1,2,55838
9,4,2,5,511,1,2,55839
9,6,0,4,409,NA,NA,55840
9,6,0,7,704,1,1,55841
9,6,0,8,805,1,2,55842
9,3,1,6,603,1,2,55843
9,5,1,7,705,1,2,55844
1,6,0,4,407,NA,NA,55845
9,6,0,5,511,1,1,55847
9,2,3,4,407,1,2,55848
9,5,2,5,511,1,2,55849
9,4,2,1,100,1,2,55850
9,5,3,3,303,1,2,55851
9,5,2,6,602,1,2,55852
9,2,4,4,406,1,1,55853
9,3,0,7,706,1,1,55854
9,4,1,7,705,1,2,55855
9,6,0,8,801,1,1,55856
9,3,2,8,801,1,2,55857
9,6,0,4,408,NA,NA,55859
9,6,0,7,704,1,1,55860
9,2,1,3,303,1,2,55861
9,2,2,5,510,1,2,55862
9,3,1,8,801,1,2,55863
9,6,0,7,702,1,2,55865
9,6,0,5,511,NA,NA,55867
9,2,1,6,602,1,1,55868
9,2,1,5,511,1,2,55869
9,6,0,4,409,NA,NA,55870
9,3,0,7,703,1,1,55871
9,4,2,8,801,1,2,55873
9,3,2,5,511,1,1,55874
9,4,5,3,303,1,2,55875
9,3,3,7,705,1,2,55876
9,6,1,7,705,1,1,55877
9,3,1,6,603,1,2,55878
1,6,0,6,602,1,1,55879
9,6,0,5,511,1,1,55880
9,6,3,3,305,1,2,55881
9,2,0,5,511,1,1,55883
9,3,1,4,400,1,1,55885
9,6,2,3,303,1,2,55886
9,6,0,7,702,1,1,55887
9,2,2,5,511,1,1,55888
9,2,1,5,510,1,2,55889
9,4,2,5,513,1,2,55890
9,6,1,7,710,1,2,55891
9,6,0,4,409,NA,NA,55892
9,6,0,5,512,1,1,55893
9,6,0,7,706,1,2,55894
9,6,0,7,705,1,1,55895
9,6,1,8,802,1,2,55896
9,6,1,6,603,1,2,55897
9,5,0,8,802,1,2,55898
9,3,4,4,407,1,1,55899
9,6,0,8,801,1,2,55900
9,6,2,3,305,1,1,55902
9,3,3,3,305,1,1,55903
9,6,0,5,511,1,2,55905
9,6,0,6,603,1,1,55906
9,3,1,6,601,1,2,55908
9,3,2,7,705,1,2,55909
9,3,3,4,409,1,2,55910
9,2,2,4,409,1,1,55912
9,3,3,6,602,1,2,55913
9,2,3,5,511,1,2,55914
9,1,1,7,702,1,2,55916
9,5,1,7,705,1,2,55917
9,3,4,5,510,1,2,55918
9,6,0,7,707,1,1,55919
9,2,2,3,305,1,1,55920
9,2,1,5,511,1,1,55921
9,3,0,6,602,1,1,55922
9,1,2,6,602,1,1,55923
9,3,2,8,801,1,1,55924
9,6,0,5,510,NA,NA,55925
9,6,0,4,409,NA,NA,55927
9,4,1,9,99,1,2,55928
9,3,1,3,305,1,1,55932
9,6,0,5,510,NA,NA,55935
9,6,0,5,510,NA,NA,55936
9,6,0,7,704,1,2,55937
9,3,2,5,511,1,2,55938
9,2,2,6,602,1,2,55939
9,2,2,4,409,1,2,55940
9,2,0,8,801,1,2,55941
9,6,0,5,511,1,1,55942
9,2,1,7,708,1,2,55944
9,5,2,6,603,1,1,55946
9,3,2,7,701,1,2,55947
9,6,0,3,305,1,2,55949
9,3,3,5,510,1,2,55950
9,6,1,6,601,1,1,55951
9,6,0,6,601,1,1,55953
9,6,0,5,511,1,2,55955
9,3,1,4,407,1,1,55956
9,6,0,6,602,1,1,55957
9,1,0,6,601,1,2,55958
9,6,1,6,602,1,2,55960
9,2,4,3,304,1,2,55961
9,5,1,3,305,1,1,55962
9,1,0,5,510,1,1,55963
9,6,0,6,602,1,2,55964
9,6,0,7,701,1,1,55966
9,6,0,5,511,1,2,55969
9,2,1,6,603,1,2,55971
9,3,1,5,511,1,1,55972
9,6,0,4,407,1,1,55973
9,6,0,5,511,2,2,55974
9,6,1,5,511,1,2,55975
9,3,0,5,511,1,2,55976
9,6,1,5,511,1,2,55977
9,5,2,5,513,1,2,55978
9,3,0,8,802,1,2,55979
9,6,0,7,702,NA,NA,55982
9,2,1,5,510,1,2,55986
9,3,1,3,303,1,2,55987
9,6,0,4,407,2,2,55988
9,6,1,3,305,NA,NA,55989
9,6,0,5,511,1,1,55990
9,6,0,7,702,1,1,55991
9,6,0,5,511,1,1,55992
9,2,2,3,302,1,1,55993
9,3,0,7,705,1,1,55994
9,6,0,7,704,1,1,55995
9,3,2,8,802,1,2,55997
9,2,4,5,511,1,2,55999
9,6,0,8,802,4,2,56002
9,3,2,6,602,1,2,56005
9,3,0,5,511,1,2,56006
9,3,2,7,710,1,1,56007
9,3,1,5,511,1,1,56009
9,6,0,4,409,NA,NA,56011
9,6,0,8,801,1,1,56020
9,5,1,7,705,1,2,56021
9,3,2,7,705,1,2,56022
9,2,4,4,409,1,2,56023
9,6,2,4,406,1,2,56024
9,6,0,8,802,1,1,56025
9,3,1,6,601,1,1,56026
9,6,0,5,511,NA,NA,56027
9,6,2,6,601,1,2,56028
9,3,2,6,602,1,1,56029
9,6,0,8,802,1,2,56030
9,6,2,6,602,1,2,56031
9,6,1,5,511,1,2,56032
9,4,4,3,305,1,1,56033
9,6,0,5,513,1,2,56035
9,6,0,7,706,1,1,56036
9,6,0,7,703,1,1,56037
9,1,0,7,705,1,2,56038
9,5,1,6,603,1,1,56039
9,6,1,5,511,1,2,56040
9,2,0,6,602,1,2,56041
9,3,2,8,802,1,2,56042
9,2,1,6,601,1,2,56044
9,5,1,6,601,1,2,56045
9,5,0,7,705,1,1,56046
9,2,1,4,406,1,1,56047
9,3,0,7,705,1,2,56049
9,5,1,7,705,1,2,56050
9,6,0,7,704,1,1,56051
9,2,1,7,705,1,2,56052
9,6,2,5,513,1,2,56053
9,5,2,3,304,3,1,56054
9,6,1,6,602,1,1,56056
9,6,0,7,701,1,2,56058
9,6,0,7,701,1,1,56061
9,6,0,6,600,1,2,56064
9,3,1,5,513,1,1,56065
9,2,1,5,511,1,2,56069
9,2,2,3,305,1,1,56070
9,6,0,7,702,1,1,56073
9,3,1,7,705,1,2,56074
9,4,4,3,301,1,2,56075
9,6,0,3,305,1,1,56078
9,3,1,3,301,1,2,56080
9,2,1,5,511,1,1,56081
9,5,2,6,603,1,2,56082
9,2,3,3,303,1,1,56083
9,6,0,6,602,1,2,56084
9,6,1,5,511,1,2,56085
9,6,0,6,602,1,1,56086
9,3,4,5,511,1,2,56087
9,2,1,8,801,1,2,56088
9,6,0,3,305,1,1,56089
9,2,0,7,705,1,2,56090
9,1,0,4,406,1,2,56092
9,3,1,4,407,1,1,56095
9,3,2,7,710,1,2,56100
9,6,0,3,305,1,1,56101
9,3,0,5,511,1,1,56102
9,6,0,4,409,1,2,56104
9,2,0,3,305,1,1,56105
9,3,1,7,710,1,1,56106
9,6,0,4,409,1,1,56107
9,6,0,5,511,2,1,56108
9,6,0,7,710,1,1,56109
9,6,2,3,303,1,2,56110
9,6,0,8,802,1,1,56111
9,3,3,5,511,1,1,56113
9,6,2,3,305,1,2,56114
9,6,0,7,703,1,2,56115
9,6,0,9,99,1,1,56116
9,6,0,5,511,1,1,56122
1,5,0,6,602,1,1,56123
9,6,0,7,702,3,1,56124
9,1,5,5,512,1,1,56125
9,2,5,4,407,1,2,56126
9,1,0,5,512,1,1,56127
9,2,2,5,512,1,2,56133
9,5,1,5,512,1,2,56134
1,3,3,5,511,1,2,56136
9,2,1,5,511,1,2,56137
9,3,2,5,510,1,2,56139
9,6,0,5,511,1,1,56140
9,2,1,3,305,1,1,56141
9,3,1,8,801,1,1,56143
9,2,2,4,409,1,2,56145
9,5,3,4,409,1,2,56146
9,2,1,4,409,1,2,56147
9,3,2,7,705,1,2,56148
9,3,2,5,511,1,2,56151
9,2,3,8,802,1,1,56152
9,3,2,8,802,1,2,56154
9,6,0,5,511,1,1,56156
1,6,0,7,705,1,2,56157
9,5,1,6,602,1,1,56158
9,6,0,5,511,1,1,56159
9,6,0,6,602,1,2,56160
9,5,1,7,705,1,2,56161
9,3,2,7,705,1,2,56162
9,3,4,3,301,1,2,56163
9,3,2,7,705,1,2,56164
2,6,0,5,510,NA,NA,56165
9,6,0,7,705,1,1,56167
9,3,3,7,705,1,2,56169
9,5,2,5,511,1,1,56170
9,2,2,3,305,1,1,56173
9,3,4,5,511,1,1,56175
9,3,3,7,705,1,1,56176
9,6,1,7,705,1,2,56177
9,2,0,3,304,1,1,56178
9,5,1,7,705,1,2,56179
9,3,2,6,603,1,2,56180
9,6,0,8,801,1,2,56181
1,5,3,4,409,1,1,56183
9,6,0,7,703,1,2,56184
9,6,1,4,408,1,1,56185
9,2,2,5,511,1,2,56186
9,3,2,5,511,1,2,56187
9,2,2,5,511,1,2,56188
9,6,0,7,701,1,2,56189
9,2,3,5,511,1,1,56190
9,2,0,3,303,1,2,56191
9,3,3,6,601,1,1,56192
9,3,2,7,705,1,1,56194
9,6,0,4,409,NA,NA,56196
9,6,1,5,511,1,2,56197
9,2,2,4,408,1,1,56198
9,3,2,3,305,1,1,56200
9,5,1,4,407,1,1,56201
1,6,1,8,802,1,2,56203
9,6,0,4,409,1,1,56204
9,5,1,4,407,1,1,56205
9,2,4,7,703,1,1,56206
9,2,3,2,201,1,1,56207
9,6,0,7,705,4,2,56208
9,2,3,3,305,1,1,56209
9,3,3,8,801,1,2,56210
9,6,0,7,703,1,2,56211
9,6,0,5,510,1,1,56212
9,2,1,5,511,1,1,56213
9,6,0,7,710,1,1,56214
9,3,2,7,702,1,2,56216
9,6,1,4,407,1,1,56217
9,6,0,4,407,NA,NA,56218
9,6,0,6,601,1,1,56219
9,6,0,6,601,1,1,56220
9,6,0,6,603,1,1,56221
1,2,4,4,407,1,2,56222
9,6,0,4,407,NA,NA,56223
9,3,3,5,510,1,1,56224
9,5,1,7,705,1,1,56225
9,6,0,4,409,NA,NA,56226
9,6,0,5,511,1,2,56227
9,6,0,3,304,NA,NA,56228
9,6,0,5,510,NA,NA,56229
9,5,2,8,802,1,1,56231
9,6,0,6,605,1,2,56232
9,2,0,5,511,1,2,56233
9,3,3,4,409,1,2,56235
9,5,2,3,303,1,2,56236
9,3,3,6,600,1,2,56237
9,3,4,3,304,1,2,56239
9,6,0,7,700,1,1,56240
9,5,4,3,303,1,1,56242
1,5,0,8,805,1,1,56246
9,6,2,3,305,1,2,56247
9,6,0,7,701,1,2,56248
9,2,0,7,710,1,2,56249
9,6,0,5,511,1,2,56250
9,3,1,6,602,1,1,56251
1,6,1,6,601,1,2,56252
9,6,0,5,511,2,2,56253
9,3,2,8,801,1,2,56254
9,2,1,3,305,1,1,56255
9,6,0,7,701,2,1,56257
9,6,0,5,511,1,2,56258
9,5,5,3,305,1,2,56259
9,3,3,5,512,1,1,56260
9,6,0,8,801,1,2,56261
