"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"99001",2,1,1,5,48716
"99524",2,1,1,1,48722
"99524",2,1,1,1,48734
"99001",2,1,1,3,48744
"99524",2,1,1,1,48759
"99524",1,1,1,3,48777
"99524",1,1,1,10,48800
"99524",1,1,1,2,48851
"99001",1,1,1,1,49031
"99001",2,1,1,3,49048
"99001",2,1,1,1,49072
"99001",1,1,1,1,49090
"99524",1,1,1,3,49093
"99524",1,1,1,2,49119
"99524",1,1,1,5,49130
"99001",1,1,1,4,49145
"99001",1,1,1,1,49149
"99001",1,1,1,2,49181
"99001",1,1,1,2,49208
"99001",1,1,2,3,49209
"99001",1,1,1,1,49217
"99001",1,1,1,2,49224
"99001",1,1,1,6,49269
"99001",1,1,1,5,49277
"99001",3,1,1,1,49284
"99001",1,1,1,8,49295
"99001",2,1,1,1,49316
"99001",1,1,1,3,49331
"99001",1,1,1,2,49357
"99001",1,1,1,4,49382
"99001",2,1,1,3,49383
"99001",2,1,2,1,49415
"99001",1,1,1,5,49425
"99001",2,1,2,2,49426
"99001",1,1,1,5,49430
"99001",2,1,1,1,49440
"99524",1,1,1,3,49673
"99001",1,1,1,4,49678
"99524",1,1,1,3,49718
"99524",1,1,1,2,49774
"99524",1,1,1,4,49789
"99524",1,1,1,4,49806
"99001",1,1,1,5,49822
"99524",1,1,1,6,49824
"99001",1,1,1,3,49835
"99001",1,1,1,2,49846
"99524",1,1,1,5,49853
"99001",1,2,NA,5,50100
"99524",1,1,1,7,50128
"99524",2,1,1,2,50131
"99524",1,1,1,7,50172
"99001",1,1,1,1,50204
"99001",1,1,1,1,50220
"99001",2,1,1,4,50225
"99001",3,1,8,3,50232
"99524",2,1,1,1,50249
"99524",1,1,1,2,50312
"99524",1,1,1,4,50337
"99524",1,1,1,5,50338
"99524",1,1,1,3,50348
"99524",1,1,1,2,50376
"99524",1,1,1,5,50386
"99524",1,1,1,4,50410
"99524",1,1,1,8,50757
"99524",1,1,1,5,50797
"99524",1,1,1,6,51057
"99524",1,1,1,2,51059
"99524",1,1,1,4,51147
"99524",1,1,1,3,51158
"99524",1,1,1,4,51171
"99524",1,1,1,4,51186
"99524",1,1,1,5,51198
"99524",1,1,1,5,51204
"99524",1,1,1,4,51217
"99524",1,1,1,5,51236
"99524",1,1,1,2,51318
"99524",1,1,1,2,51392
"99524",1,1,1,4,51406
"99524",1,1,1,3,51476
"99524",4,2,NA,5,51490
"99524",1,1,1,3,51570
"99524",4,1,1,5,51604
"99524",1,1,1,3,51628
"99524",1,1,1,4,51652
"99524",1,1,1,4,51681
"99524",1,1,1,2,51808
"99524",1,1,1,3,51822
"99524",1,1,1,3,51868
"99524",1,1,1,5,51888
"99524",1,1,2,1,51907
"99524",2,1,1,4,51922
"99524",2,1,1,3,51941
"99524",2,1,1,1,51959
"99524",1,1,1,3,52007
"99524",1,1,1,2,52042
"99524",1,1,1,2,52068
"99001",1,1,2,5,52574
"99773",2,1,1,3,52871
"99773",1,1,1,5,52919
"99773",1,1,1,4,52951
"99773",1,1,1,7,53003
"99773",1,1,1,8,53041
"99773",2,1,1,1,53072
"99773",1,1,1,5,53095
"99773",1,1,1,2,53127
"99773",1,1,1,4,53238
"99773",1,1,1,4,53240
"99773",1,1,1,4,53241
"99773",1,1,1,4,53245
"99773",1,1,1,8,53247
"99773",1,1,1,2,53253
"99773",1,1,1,3,53258
"99773",1,1,1,2,53262
"99773",1,1,1,5,53287
"99773",1,1,1,4,53298
"99773",3,1,1,1,53306
"99773",1,1,1,3,53310
"99773",1,1,1,2,53320
"99773",1,1,1,3,53329
"99773",1,1,1,3,53330
"99773",1,1,1,4,53338
"99773",1,1,1,7,53378
"99773",1,1,1,3,53408
"99773",1,1,1,3,53414
"99773",1,1,1,2,53420
"99773",1,1,1,4,53427
"99773",1,1,1,1,53429
"99773",1,1,1,2,53432
"99773",1,1,1,1,53435
"99773",1,1,1,8,53438
"99773",1,1,1,10,53440
"99773",1,1,1,3,53443
"99773",1,1,1,1,53454
"99773",1,2,NA,1,53456
"99773",1,1,1,2,53465
"99773",1,2,NA,5,53466
"99773",1,1,1,4,53467
"99773",1,1,1,5,53470
"99773",1,1,1,4,53472
"99773",1,1,1,3,53473
"99773",1,1,1,3,53475
"99773",4,2,NA,4,53478
"99773",1,1,1,3,53479
"99773",1,1,1,2,53480
"99773",1,1,1,3,53481
"99773",1,1,1,3,53483
"99773",1,1,1,4,53484
"99773",1,1,1,1,53485
"99773",1,1,1,8,53487
"99773",1,1,1,3,53488
"99773",1,1,1,1,53489
"99773",1,1,1,4,53490
"99773",1,1,1,1,53491
"99773",1,1,1,5,53493
"99773",1,1,1,2,53494
"99773",1,1,1,2,53495
"99001",2,1,1,4,53504
"99001",1,1,1,4,53505
"99001",1,1,1,1,53506
"99001",1,1,1,3,53507
"99001",1,1,1,5,53508
"99001",1,1,1,2,53509
"99001",1,1,2,1,53510
"99001",1,1,1,1,53516
"99001",1,1,1,1,53519
"99001",2,1,1,1,53521
"99001",1,1,1,6,53531
"99001",1,1,1,1,53542
"99001",1,1,1,1,53689
"99001",1,1,1,5,53722
"99001",1,1,1,3,53740
"99001",1,1,1,1,53755
"99001",1,1,1,3,53776
"99001",1,1,1,2,53800
"99001",1,1,2,2,53820
"99001",1,1,1,2,53839
"99001",1,2,NA,5,53876
"99001",1,1,1,4,53887
"99001",1,1,1,1,53946
"99001",1,1,1,2,54009
"99001",1,1,1,1,54015
