"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"52001",1,1,3,2,25530
"52001",2,1,2,4,25535
"52001",1,1,3,2,25548
"52001",1,1,3,5,25559
"52001",2,1,2,3,25565
"52001",1,1,3,3,25577
"52001",2,1,2,3,25583
"52001",2,1,2,3,25593
"52001",1,1,2,5,25610
"52835",2,1,1,5,25614
"52001",2,1,2,4,25624
"52835",1,1,1,4,25667
"52835",2,1,1,4,25678
"52835",2,1,1,3,25696
"52001",2,1,1,6,25701
"52001",1,1,3,5,25720
"52001",1,1,1,5,25724
"52001",1,1,3,7,25733
"52001",2,1,1,4,25740
"52001",2,1,3,3,25760
"52001",2,1,2,5,26138
"52001",1,1,2,2,26153
"52001",1,1,2,3,26174
"52835",1,1,1,1,26175
"52001",1,1,2,4,26204
"52001",2,1,3,2,26214
"52835",2,1,1,1,26259
"52835",2,1,1,2,26265
"52835",2,1,1,4,26290
"52835",1,1,1,1,26355
"52835",1,1,1,2,26381
"52835",1,1,1,4,26401
"52835",1,1,1,4,26419
"52835",1,1,1,3,26435
"52835",1,1,1,2,26469
"52835",1,1,1,4,26493
"52835",1,1,1,2,26520
"52835",1,1,1,2,26530
"52835",2,1,1,4,26546
"52001",2,1,2,3,26574
"52001",2,1,2,5,26576
"52001",2,1,2,2,26593
"52001",1,1,3,3,26622
"52001",1,1,2,2,26645
"52001",1,1,4,3,26649
"52001",1,1,3,3,26673
"52001",2,1,2,2,26676
"52001",2,1,2,1,26694
"52001",1,1,2,4,26713
"52001",3,1,3,1,26720
"52001",2,1,3,1,26745
"52001",2,1,3,1,26755
"52001",1,1,3,3,26767
"52001",2,1,3,1,26811
"52001",2,1,1,2,26836
"52001",3,1,3,1,26840
"52001",2,1,2,3,26857
"52001",2,1,2,3,26880
"52001",1,1,1,4,26890
"52001",3,1,3,2,26916
"52001",2,1,2,4,26940
"52001",1,1,3,2,26954
"52001",2,1,2,1,26969
"52001",2,1,2,5,26990
"52835",2,1,1,3,27007
"52001",2,1,1,3,27055
"52001",2,1,1,2,27084
"52001",1,1,2,5,28201
"52001",2,1,2,4,28248
"52001",2,1,2,3,28303
"52001",2,1,2,2,28339
"52001",2,1,1,4,28355
"52001",2,1,1,4,28393
"52001",2,1,3,6,28408
"52001",2,1,1,10,28439
"52001",1,1,3,1,28585
"52001",3,1,3,1,28617
"52001",2,1,2,3,28638
"52001",1,1,3,3,28674
"52001",2,1,1,1,28690
"52001",3,1,3,1,28705
"52001",2,1,1,3,28716
"52001",2,1,2,4,28748
"52001",2,1,1,3,28761
"52001",2,1,3,2,29124
